element_type,osmid,amenity,parking,geometry,access,wheelchair,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,addr:housenumber,addr:street,wikidata,created_by,addr:city,addr:country,addr:postcode,alt_name,website,phone,shop,man_made,surveillance:type,height,material,operator,tourism,nodes,building:levels,building:material,leisure,sport,wikipedia,roof:levels,roof:shape,year_of_construction,religion,other_source,opening_hours,note,operator:type,email,gnis:county_id,gnis:created,gnis:state_id,old_name,short_name,ref:isil,addr:housename,full_name,name:zh,internet_access,type,building_1,fee,opening_hours:url,building:flats,content,bridge,layer,ways,aerospace:product,faculty,building:levels:underground
way,1168339793,,,"POLYGON ((-71.1176822 42.3723192, -71.117604 42.3722993, -71.1175933 42.3722846, -71.1175289 42.3722689, -71.1175175 42.3722736, -71.1175046 42.3722754, -71.1174916 42.372274, -71.1174799 42.3722695, -71.1174708 42.3722626, -71.1174653 42.3722538, -71.1174639 42.3722441, -71.1174667 42.3722347, -71.1174736 42.3722264, -71.1174837 42.3722202, -71.117496 42.3722168, -71.1176504 42.3718828, -71.1176452 42.3718761, -71.1176432 42.3718685, -71.1176446 42.3718609, -71.1176491 42.371854, -71.1176568 42.3718483, -71.1176667 42.3718449, -71.1176775 42.371844, -71.117688 42.3718459, -71.1176972 42.3718503, -71.1177038 42.3718566, -71.1177073 42.3718642, -71.1179126 42.3719149, -71.1179224 42.3719115, -71.1179333 42.3719106, -71.1179438 42.3719125, -71.117953 42.3719169, -71.1179596 42.3719232, -71.1179631 42.3719308, -71.1179628 42.3719389, -71.1179593 42.3719461, -71.1179528 42.3719521, -71.117944 42.3719563, -71.1178872 42.3720816, -71.1178182 42.3720644, -71.1177984 42.37207, -71.1176822 42.3723192))",,,,university,,,,,,Claverly Hall,,,,,,,,,,,,,,,,,,,"[10865721642, 10865721643, 10865721644, 10865721651, 10865721652, 10865721653, 10865721654, 10865721645, 10865721655, 10865721656, 10865721657, 10865721658, 10865721660, 10865721661, 10865721659, 10865721646, 10865721668, 10865721667, 10865721666, 10865721665, 10865721672, 10865721671, 10865721670, 10865721669, 10865721664, 10865721663, 10865721662, 10865721682, 10865721681, 10865721680, 10865721679, 10865721678, 10865721647, 10865721677, 10865721676, 10865721675, 10865721674, 10865721673, 10865721648, 10865721649, 10865721650, 10865721642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1188763599,,,"POLYGON ((-71.1163414 42.3754467, -71.1163981 42.3752713, -71.1163546 42.3752636, -71.1163792 42.3751872, -71.1161368 42.3751444, -71.1161117 42.375222, -71.1163007 42.3752553, -71.1162444 42.3754296, -71.1163414 42.3754467))",,,,dormitory,,,,,,Canady Hall AB,,,,,,,,,,,,,,,,,,,"[11038352400, 11038352401, 11038352402, 11038352403, 11038352404, 11038367305, 11038367306, 11038367307, 11038352400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1188763600,,,"POLYGON ((-71.1162372 42.3754502, -71.116215 42.3755245, -71.1157393 42.3754419, -71.1157609 42.3753672, -71.1162372 42.3754502))",,,,dormitory,,,,,,Canady Hall CD,,,,,,,,,,,,,,,,,,,"[11038367308, 11038367309, 11038367310, 11038367311, 11038367308]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1188763601,,,"POLYGON ((-71.1157606 42.3753477, -71.1158153 42.3751736, -71.1157749 42.3751667, -71.115799 42.3750897, -71.1155544 42.3750478, -71.1155442 42.3750805, -71.1153027 42.3750391, -71.1152792 42.3751141, -71.1155251 42.3751562, -71.1155351 42.3751244, -71.1157197 42.375156, -71.1156646 42.3753312, -71.1157606 42.3753477))",,,,dormitory,,,,,,Canady Hall EFG,,,,,,,,,,,,,,,,,,,"[11038367312, 11038367313, 11038367314, 11038367315, 11038367316, 11038367317, 11038367318, 11038367319, 11038367320, 11038367321, 11038367322, 11038367323, 11038367312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1188763602,,,"POLYGON ((-71.1164575 42.3755566, -71.1164645 42.3755271, -71.1164228 42.3755217, -71.1164157 42.3755512, -71.1164575 42.3755566))",,,,service,,,,,,,,,,,,,,,,,,,,,,,,,"[11038367325, 11038367326, 11038367327, 11038367328, 11038367325]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1189178506,,,"POLYGON ((-71.1149414 42.3771994, -71.1148583 42.3772143, -71.1145552 42.377396, -71.114571 42.3774454, -71.1145966 42.3774396, -71.1147324 42.377806, -71.1147046 42.37784, -71.1146811 42.3778687, -71.1146694 42.377883, -71.1144411 42.377931, -71.114262 42.377457, -71.1148963 42.3770779, -71.1149414 42.3771994))",,,MA,university,6,Middlesex,1971753,57871b70-0100-4405-bb30-88b2e001a944,no,Sherman Fairchild Biochemistry Building,USGS Geonames,7,Divinity Avenue,,,Cambridge,,02138,,,,,,,,,,,"[329785250, 367777255, 11042486735, 11042486736, 11042486737, 11042486738, 11540371729, 11540371730, 11042486739, 11042486740, 11042486741, 329093813, 329785250]",,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1209115058,,,"POLYGON ((-71.1167332 42.3729615, -71.1167747 42.3729731, -71.116806 42.3729084, -71.1167651 42.3728979, -71.1167332 42.3729615))",,,,university,,,,,,Widener Gate Lodge,,,,,,,,,,,,,,,,,,,"[11202864752, 11202864753, 11202864754, 11202864755, 11202864752]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,
way,1227045827,,,"POLYGON ((-71.1247201 42.3811293, -71.1246566 42.3810511, -71.1246624 42.3810485, -71.1245593 42.3809215, -71.1245497 42.3809258, -71.1244904 42.3808528, -71.1243697 42.3809062, -71.1244112 42.3809573, -71.1243987 42.3809629, -71.1245421 42.3811396, -71.1245539 42.3811344, -71.1245964 42.381187, -71.1247043 42.3811391, -71.1247201 42.3811293))",,,MA,university,,,,,,Barnard Hall,,60,Linnaean Street,,,Cambridge,,02138,,,,,,,,,,,"[11417531387, 11417531405, 11417531404, 11417531403, 11417531402, 11378614015, 11378614016, 11417531401, 11417531400, 11417531399, 11417531398, 11417531397, 325486052, 11417531387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978378,,,"POLYGON ((-71.1162298 42.3780248, -71.1161669 42.3778535, -71.1159079 42.3779054, -71.1156938 42.3779483, -71.115616 42.3779639, -71.1156453 42.3780435, -71.1156549 42.3780698, -71.1156789 42.3781352, -71.1162298 42.3780248))",,,MA,university;yes,6,Middlesex,1971360,57871b70-0100-4405-bb30-88b2e001a944,no,Hoffman Laboratory,USGS Geonames,20,Oxford Street,,,Cambridge,,02138,,,,,,,,,,,"[367780022, 11540371678, 11540371742, 11540371744, 11540371679, 11540374486, 11540374487, 11540371680, 367780022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978379,,,"POLYGON ((-71.1154772 42.3777222, -71.1154256 42.3775811, -71.1157482 42.3775151, -71.1156929 42.3773686, -71.1155077 42.3774111, -71.1154799 42.3773815, -71.1154641 42.3773538, -71.1154508 42.3773216, -71.1154459 42.3772866, -71.1154447 42.377249, -71.1156341 42.3772063, -71.1155734 42.377042, -71.1155274 42.376918, -71.1157113 42.3768827, -71.1158307 42.3772009, -71.1159086 42.377185, -71.1159766 42.3773662, -71.115903 42.3773812, -71.1160227 42.3777006, -71.1158416 42.3777372, -71.1156278 42.3777806, -71.1155976 42.3776975, -71.1154772 42.3777222))",,,MA,university;yes,6,Middlesex,1971491,57871b70-0100-4405-bb30-88b2e001a944,no,Mallinckrodt Hall,USGS Geonames,12,Oxford Street,,,Cambridge,,,,,,,,,,,,,"[367780088, 11540371681, 367780307, 11540371741, 11540371732, 11540371733, 11540371734, 11540371735, 11540371736, 11540371737, 11540371740, 11540371702, 11540371682, 11540371683, 11540371684, 11540371685, 11540371686, 11540371687, 11540371688, 11540371743, 11540371689, 11540371690, 367780088]",,,,,,,,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978380,,,"POLYGON ((-71.1154825 42.3771059, -71.1154703 42.3771307, -71.1154486 42.3771546, -71.1154188 42.3771777, -71.1153788 42.3772002, -71.1153341 42.3772111, -71.1153554 42.3772679, -71.1152011 42.3772985, -71.1151695 42.3772115, -71.114989 42.3772472, -71.1149741 42.3772419, -71.1149612 42.3772344, -71.1149535 42.3772237, -71.1149504 42.3772091, -71.1149414 42.3771994, -71.1148963 42.3770779, -71.1148785 42.3770299, -71.1154528 42.3769136, -71.1154595 42.3769317, -71.1155274 42.376918, -71.1155734 42.377042, -71.1154668 42.3770636, -71.1154825 42.3771059))",,,,university,,,,,,Conant Chemistry Lab,,,,,,,,,,,,,,,,,,,"[3010430220, 11540371704, 11540371705, 11540371706, 11540371707, 11540371691, 11540371692, 11540371693, 11540371694, 11540371695, 11540371696, 11540371697, 11540371698, 11540371708, 329785250, 329093813, 11540371699, 11540371700, 11540371701, 11540371682, 11540371702, 11540371703, 3010430220]",,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978381,,,"POLYGON ((-71.1154256 42.3775811, -71.1154209 42.3775683, -71.115444 42.3775637, -71.1154226 42.3775052, -71.1152995 42.3775297, -71.1153044 42.3775432, -71.1152887 42.3775463, -71.1150942 42.3775849, -71.1148952 42.3776245, -71.1149026 42.3776449, -71.1148598 42.3776534, -71.1148683 42.3776767, -71.1148328 42.3776837, -71.1148417 42.3777081, -71.1148021 42.377716, -71.1148261 42.3777818, -71.1147946 42.3778231, -71.114773 42.3778516, -71.1147446 42.3778889, -71.114765 42.3779434, -71.1150411 42.377887, -71.1150741 42.3778466, -71.1154922 42.3777632, -71.1154772 42.3777222, -71.1154256 42.3775811))",,,MA,university,,,,,,Bauer Chemistry Laboratory,,13,Frisbie Place,,,Cambridge,,02138,,,,,,,,,,,"[11540371681, 11540371709, 11540371710, 11540371711, 11540371712, 11540371713, 11540371731, 11540371739, 11540371714, 11540371715, 11540371716, 11540371717, 11540371718, 11540371719, 11540371720, 11540371721, 11540371727, 11540371728, 11540371722, 11540371723, 11540371724, 11540371725, 11540371726, 367780088, 11540371681]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978382,,,"POLYGON ((-71.1147946 42.3778231, -71.1147046 42.37784, -71.1146811 42.3778687, -71.114773 42.3778516, -71.1147946 42.3778231))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[11540371727, 11540371729, 11540371730, 11540371728, 11540371727]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
way,1241978383,,,"POLYGON ((-71.1152887 42.3775463, -71.1152568 42.377463, -71.1155077 42.3774111, -71.1154799 42.3773815, -71.1154641 42.3773538, -71.1154508 42.3773216, -71.1154459 42.3772866, -71.1154447 42.377249, -71.1153554 42.3772679, -71.1152011 42.3772985, -71.1151695 42.3772115, -71.114989 42.3772472, -71.1149684 42.3772517, -71.1150942 42.3775849, -71.1152887 42.3775463))",,,MA,university,6,Middlesex,1971149,57871b70-0100-4405-bb30-88b2e001a944,no,Converse Chemistry Lab,USGS Geonames,,,,,,,,,,,,,,,,,,"[11540371731, 367780131, 11540371732, 11540371733, 11540371734, 11540371735, 11540371736, 11540371737, 11540371692, 11540371693, 11540371694, 11540371695, 11540371738, 11540371739, 11540371731]",,,,,,,,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978384,,,"POLYGON ((-71.1159079 42.3779054, -71.1158416 42.3777372, -71.1156278 42.3777806, -71.1156938 42.3779483, -71.1159079 42.3779054))",,,MA,university,,,,,,Mallinckrodt-Hoffman Link,,18,Oxford Street,,,Cambridge,,02138,,,,,,,,,,,"[11540371742, 11540371743, 11540371689, 11540371744, 11540371742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978385,,,"POLYGON ((-71.1156677 42.378391, -71.1155909 42.3781885, -71.1156291 42.3781806, -71.1155921 42.3780833, -71.1155822 42.3780571, -71.1155394 42.3779442, -71.1152635 42.3780014, -71.1152751 42.3780319, -71.1153408 42.378205, -71.1154301 42.3784402, -71.1156677 42.378391))",,,MA,university,,,,,,,,24,Oxford Street,,,Cambridge,,02138,,,,,,,,,,,"[11540371746, 11540371747, 11540371748, 11540374503, 11540374502, 11540371749, 11540371750, 11540371751, 11540371765, 325360930, 11540371746]",,,,,,,,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978386,,,"POLYGON ((-71.1152751 42.3780319, -71.1147031 42.3781483, -71.1146911 42.378116, -71.1145236 42.37815, -71.1145541 42.3782318, -71.1145451 42.3782336, -71.1145725 42.3783071, -71.1145841 42.3783048, -71.1146138 42.3783845, -71.1146903 42.378369, -71.1147179 42.3783633, -71.1147693 42.3783529, -71.1147573 42.3783207, -71.1149402 42.3782835, -71.1149628 42.3783442, -71.1151015 42.378316, -71.1150799 42.3782581, -71.1153408 42.378205, -71.1152751 42.3780319))",,,MA,university,,,,,,,USGS Geonames,11,Divinity Avenue,,,Cambridge,,02138,,,,,,,,,,,"[11540371751, 367781113, 11540371752, 11540371753, 11540371754, 11540371755, 11540371756, 11540371757, 11540371758, 11540374469, 11540371768, 11540371759, 11540371760, 11540371761, 11540371762, 11540371763, 11540371764, 11540371765, 11540371751]",,,,,,,,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241978391,,,"POLYGON ((-71.1156453 42.3780435, -71.1155822 42.3780571, -71.1155921 42.3780833, -71.1156549 42.3780698, -71.1156453 42.3780435))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[11540374486, 11540374502, 11540374503, 11540374487, 11540374486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1247802122,,,"POLYGON ((-71.1181146 42.3722613, -71.1181448 42.3722, -71.1179961 42.3721605, -71.1179513 42.3722525, -71.1180774 42.3722863, -71.1180952 42.3722552, -71.1181146 42.3722613))",,,MA,yes,,,,,,,,65R,Mount Auburn Street,,,Cambridge,,02138,,,,,,,,,,,"[326173101, 11599374868, 11599459369, 11599459370, 11599459371, 326154443, 326173101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1250551645,,,"POLYGON ((-71.1250167 42.3821615, -71.1252465 42.3820578, -71.1252217 42.3820278, -71.1253269 42.3819804, -71.1254326 42.3821082, -71.1254511 42.3820998, -71.1255174 42.3821801, -71.1255054 42.3821855, -71.1256253 42.3823303, -71.1255007 42.3823866, -71.1253062 42.3821515, -71.125091 42.3822506, -71.1250167 42.3821615))",,,,dormitory,,,,,,Holmes Hall,,,,,,,,,,,,,,,,,,,"[11624454710, 11624454711, 11624454712, 11624454713, 11624454714, 11624454715, 11624454716, 11624454717, 11624454718, 11624454719, 11624454720, 11624454706, 11624454710]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1250551646,,,"POLYGON ((-71.124804 42.3822657, -71.1245995 42.3823579, -71.1245755 42.3823289, -71.1244646 42.3823789, -71.1245661 42.3825017, -71.1245557 42.3825063, -71.1246272 42.3825929, -71.1246421 42.3825862, -71.1247199 42.3826804, -71.1247789 42.3827519, -71.1248994 42.3826976, -71.1246807 42.3824329, -71.124874 42.3823495, -71.124804 42.3822657))",,,,dormitory,,,,,,Comstock Hall,,,,,,,,,,,,,,,,,,,"[11624454721, 11624454722, 11624454723, 11624454724, 11624454725, 11624454726, 11624454727, 11624454728, 326227268, 11624454729, 11624454730, 11624454731, 11624454709, 11624454721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1258727658,,,"POLYGON ((-71.1132726 42.3798384, -71.1132385 42.3797443, -71.1132491 42.3797422, -71.1131937 42.3795968, -71.1131879 42.3795832, -71.1131445 42.3795924, -71.1131431 42.3795887, -71.1127455 42.3796725, -71.1127855 42.3797759, -71.1127931 42.3797743, -71.1128424 42.3799023, -71.1128272 42.3799055, -71.112983 42.3803101, -71.113019 42.3803025, -71.1130668 42.3804268, -71.1131859 42.3804017, -71.1131361 42.3802723, -71.1131564 42.380268, -71.1131383 42.3802212, -71.1131089 42.3802274, -71.1129905 42.379921, -71.1130197 42.3799148, -71.1130113 42.3798933, -71.1132726 42.3798384))",,,MA,university,,,,,,Swartz Hall,,45,Francis Avenue,,,Cambridge,,02138,,,,,,,,,,,"[8749198579, 11701267502, 11701267503, 11701267504, 11701267528, 11701267505, 11701267506, 11701267507, 11701267508, 11701267509, 11701267510, 11701267511, 11701267512, 11701267513, 11701267514, 11701267515, 11701267516, 11701267517, 11701267518, 11701267519, 11701267520, 11701267521, 11701267522, 8749198579]",,,,,,,,,,,,,,,,,,Andover Hall,,,,,,,,,,,,,,,,,,
way,1258727659,,,"POLYGON ((-71.1131937 42.3795968, -71.1132522 42.3795846, -71.1132459 42.3795681, -71.1133979 42.3795365, -71.1135107 42.3798328, -71.1133002 42.3798765, -71.1132491 42.3797422, -71.1131937 42.3795968))",,,,university,,,,,,,,,,,,,,,,,,,,,,,,,"[11701267504, 11701267523, 11701267524, 11701267525, 11701267526, 11701267527, 11701267503, 11701267504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1258727660,,,"POLYGON ((-71.1130327 42.3792232, -71.1129922 42.3792311, -71.1130004 42.3792539, -71.1129341 42.3792669, -71.1129399 42.3792829, -71.1127924 42.3793119, -71.1127355 42.3791537, -71.1127084 42.379159, -71.1126975 42.3791288, -71.1127232 42.3791237, -71.1127144 42.3790993, -71.1128647 42.3790698, -71.1129199 42.3792235, -71.1130252 42.3792028, -71.1130327 42.3792232))",,,MA,university,6,Middlesex,1971748,57871b70-0100-4405-bb30-88b2e001a944,no,Shannon Building,USGS Geonames,,,,,,,,,,,,,,,,,,"[11701267529, 367780206, 11701267530, 11701267531, 11701267532, 11701267533, 11701267534, 11701267535, 11701267536, 11701267537, 11701267538, 11701267539, 11701267540, 11701267541, 11701267529]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1258727668,,,"POLYGON ((-71.1131475 42.3807524, -71.1131157 42.3806629, -71.1131481 42.380655, -71.1131881 42.3806461, -71.1131986 42.3806722, -71.1132675 42.380657, -71.1132569 42.3806309, -71.1132946 42.3806226, -71.1132786 42.3805827, -71.1133441 42.3805683, -71.1133555 42.3805965, -71.1134306 42.38058, -71.1134195 42.3805524, -71.1134625 42.3805429, -71.1134511 42.3805147, -71.1134367 42.3805178, -71.1134135 42.3804602, -71.1133142 42.3804821, -71.1133011 42.3804497, -71.1132449 42.3804621, -71.1132505 42.3804759, -71.1132019 42.3804866, -71.1132291 42.3805542, -71.1131624 42.3805689, -71.113155 42.3805506, -71.113118 42.3805588, -71.1130846 42.380468, -71.1130326 42.3804779, -71.1130484 42.3805215, -71.1129949 42.3805337, -71.1130098 42.3805703, -71.1129545 42.3805831, -71.1129707 42.3806234, -71.1129206 42.380635, -71.1129698 42.3807612, -71.1130249 42.3807501, -71.1130357 42.3807759, -71.1131475 42.3807524))",,,MA,university,5,Middlesex,1971692,57871b70-0100-4405-bb30-88b2e001a944,no,Rockefeller Building,USGS Geonames,47,Francis Avenue,,,Cambridge,,02138,,,,,,,,,,,"[325360221, 8749198582, 11701280576, 328182322, 328192857, 328163085, 328172684, 328144905, 328154832, 328126820, 328136871, 328112516, 328119294, 328107723, 328086848, 328096839, 328210939, 328145346, 328153953, 328113357, 328120955, 328103244, 328109019, 328089019, 328098721, 328212249, 325360218, 8749198583, 325360229, 325360228, 8749198584, 325360227, 325360226, 325360225, 325360224, 325360223, 325360222, 325360221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,64564,,,"POLYGON ((-71.1179376 42.3703745, -71.1182891 42.3704945, -71.1183038 42.3704709, -71.1184167 42.3705095, -71.1184025 42.3705325, -71.1184877 42.3705615, -71.1184932 42.3705527, -71.1185356 42.3705672, -71.1186071 42.3705916, -71.1186241 42.3705642, -71.1186248 42.3705602, -71.1186261 42.3705561, -71.1186282 42.3705524, -71.118631 42.3705489, -71.1186345 42.3705456, -71.1186385 42.3705428, -71.118643 42.3705404, -71.1186479 42.3705385, -71.1186531 42.3705371, -71.1186586 42.3705363, -71.118664 42.3705361, -71.1186696 42.3705364, -71.1186749 42.3705372, -71.1186802 42.3705387, -71.1186869 42.3705416, -71.1188019 42.3705808, -71.118806 42.3705837, -71.1188095 42.3705871, -71.1188125 42.3705906, -71.1188149 42.3705944, -71.1188167 42.3705984, -71.1188178 42.3706026, -71.1188183 42.3706067, -71.1188179 42.370611, -71.1188169 42.3706151, -71.1188153 42.3706191, -71.118813 42.370623, -71.1188075 42.3706292, -71.1187911 42.3706554, -71.118985 42.3707215, -71.1189916 42.370711, -71.1191497 42.370765, -71.1191431 42.3707758, -71.1191597 42.3707815, -71.1190098 42.3710231, -71.1190202 42.3710267, -71.1189514 42.3711374, -71.1189391 42.3711332, -71.1188503 42.3712761, -71.1188675 42.3712819, -71.1188163 42.3713646, -71.1187113 42.3713288, -71.1187065 42.3713365, -71.118229 42.3711735, -71.1182245 42.3711809, -71.1181039 42.3711397, -71.118113 42.3711252, -71.1176072 42.3709526, -71.1174773 42.3709084, -71.1175818 42.3707321, -71.1175597 42.3707245, -71.1176961 42.3705051, -71.1177041 42.3705078, -71.117823 42.3703163, -71.1179473 42.3703588, -71.1179376 42.3703745), (-71.1183153 42.3706966, -71.1183363 42.3707037, -71.1181752 42.3709634, -71.1181547 42.3709564, -71.118135 42.3709881, -71.1181203 42.3710118, -71.118266 42.3710615, -71.1186607 42.3711962, -71.1187623 42.3712309, -71.1187798 42.3712027, -71.1187558 42.3711945, -71.1189301 42.3709138, -71.118952 42.3709213, -71.1189733 42.3708871, -71.1189268 42.3708711, -71.1189442 42.3708431, -71.1189142 42.3708328, -71.1189252 42.3708151, -71.1188261 42.3707812, -71.1188201 42.3707909, -71.1184689 42.3706711, -71.1184349 42.3706595, -71.1184394 42.370652, -71.1183598 42.3706248, -71.1183356 42.3706638, -71.1183153 42.3706966), (-71.1178257 42.3705492, -71.1178434 42.3705552, -71.1177098 42.3707705, -71.1176918 42.3707644, -71.1176305 42.3708632, -71.1180061 42.3709913, -71.1180252 42.3709606, -71.118043 42.370932, -71.1180221 42.3709248, -71.1182033 42.3706328, -71.1182258 42.3706404, -71.1182383 42.3706204, -71.1182501 42.3706013, -71.1182127 42.3705885, -71.1182233 42.3705714, -71.1178838 42.3704556, -71.1178257 42.3705492))",,,MA,university,4,Middlesex,1971474,57871b70-0100-4405-bb30-88b2e001a944,no,Lowell House,USGS Geonames,10,Holyoke Place,Q6693225,,,,,,,,,,,,,,,"[[[327465608, 327465612, 327465615, 327465618, 327465620, 327465622, 327465625, 327465627, 327465629, 3729509994, 327465631, 327465632, 327465633, 327465634, 327465636, 327465637, 327465639, 327465641, 327465644, 327465646, 327465648, 327465650, 327465652, 327465655, 327465656, 327465658, 327465661, 327465663, 327465666, 327465668, 327465671, 327465674, 327465676, 327465679, 327465681, 327465684, 327465686, 327465689, 327465691, 327465693, 327465696, 327465698, 327465700, 327465702, 327465704, 327465706, 327465708, 327465711, 327465712, 327465714, 327465716, 327465718, 327465720, 327465723, 327465725, 327465728, 327465729, 327465731, 327465733, 327465737, 327465743, 327465745, 327465747, 327465749, 327465752, 327465608], [327465780, 3729509438, 327465782, 327465785, 327465788, 327465790, 6298024754, 327465793, 3729509123, 3729509432, 327465795, 327465797, 327465800, 327465802, 327465804, 327465807, 327465809, 327465812, 327465814, 327465816, 327465819, 327465821, 3729509124, 327465823, 327465826, 327465780], [327465836, 327465838, 327465841, 327465844, 327465847, 327465850, 327465852, 6298024755, 327465854, 327465858, 327465861, 327465862, 3729509437, 327465864, 327465865, 327465867, 327465836]]]",,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,"[29725774, 29725778, 29725779]",,,
relation,64752,,,"POLYGON ((-71.1135029 42.3736796, -71.1134955 42.3737063, -71.113639 42.3737286, -71.1135755 42.3739539, -71.1134975 42.3739417, -71.113506 42.3739116, -71.1134355 42.3739006, -71.1134308 42.3739173, -71.113323 42.3739005, -71.1133903 42.3736621, -71.1135029 42.3736796), (-71.1134358 42.3737993, -71.1135188 42.3738121, -71.1135292 42.373775, -71.1134463 42.3737621, -71.1134358 42.3737993))",,,,apartments,,,,,,,,22;24,Prescott Street,,,,,,,,,,,,,,,,"[[[328193380, 328163558, 328181108, 328152839, 328160514, 328169023, 328178258, 328149889, 328157543, 328137838, 328193380], [328117980, 328101110, 328106811, 328083089, 328117980]]]",,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,"[29790213, 29791354]",,,
